at,review
2024-09-05 10:20:06,Woi kok jumlah emeterai gw berkurang padahal blm terbubuhi dokumen nya
2024-09-05 09:34:58,"tidak bisa diandalkan,, menjelang penutupan CPNS tiba"" ngeblank gabisa dipake sama sekali, padahal udh beli e-meterai , udah upload file tiba"" mohon maaf sedanv pemeliharaan hangus udah dah, kecewa"
2024-09-05 08:49:36,ini kenapa gangguan terus ya?
2024-09-05 08:28:08,Min tolonglaahh saya udah beli materainya ini mau bubuhkan gak bisa masuk akun teruss dari semalem min saya pantau 24 jam ini gimana gam bisa jugaa mohon solusi miiiinnnnnnnn
2024-09-05 07:07:59,Pas di butuhin malah down
2024-09-05 06:56:20,"apk dan webnya bagus, baru aja siap membubuhi emeterai dari webnya. disaat web lain down, privy jadi satu satunya penolong disaat genting penutupan cpns. walau saat ini apk masih maintenance, tapi webnya masih bisa akses asal sering refresh aja. terimakasih privy"
2024-09-05 06:31:59,"Baru aja beli e-materai eh, malah maintenance :("
2024-09-05 04:27:14,Tolong ini maintance lama kali
2024-09-05 03:32:04,Eror terus susah banget
2024-09-05 03:15:37,Pemeliharaan sistem terus menerus.. Menghambat kerja
2024-09-05 02:24:07,walah sering banget eror dalam proses pemeliharaan mulu
2024-09-05 01:55:42,"Privy sekarang gak bisa kebuka ,,"
2024-09-05 01:29:51,"Semoga kedepan aplikasinya dapat update agar tidak sering terjadi gangguan saat verifikasi, terimakasih."
2024-09-05 01:07:23,"kak, mau tanya, apa privy lg error..??, msuk lewat web atau aplikasi, ssusah"
2024-09-05 00:55:29,"Update aplikasi bukannya meningkatkan kualitas, tapi malah mempersulit pekerjaan, seharusnya setiap update harus lebih bagus, ini malah makin turun."
2024-09-05 00:47:59,Pemeliharaan sistem sampai kapan?
2024-09-05 00:24:01,"Aplikasi sangat jelek. Loading lama, sering error, aplikasi force close. Proses ematerai sampai pembubuhan gak berhasil. Sangat tidak direkomendasikan."
2024-09-04 23:57:57,"Aplikasinya lagi error ya? Dari kemaren masuk gabisa terus, katanya sedang dalam pemeliharaan, kapan biar bisa lagi aplikasinya??"
2024-09-04 23:33:09,"Haduh aplikasi ini seharian saya ingin tanda tangan selalu sistem dalam perbaikan,bikin orang gagal di ACC kartu kredit nya,"
2024-09-04 22:45:05,"Bagian beli e materai lancar, waktu pembubuhan error terus. Sekarang malah pemeliharaan sistem gmn dah, kalo gabisa jangan dijual dulu e materai nya. Jawab aja disini ga usah neko2 pake email, sama saja ga dijawab"
2024-09-04 22:10:51,Setelah bayar e materai kok tiba2 pemeliharaan sistem?
2024-09-04 22:05:20,"Aplikasi terlalu berat, lagi pembubuhan e-meterai malah log out sendiri, streessss"
2024-09-04 21:09:51,"Tolong developernya agak di uprade UX experience nya... fitur download yg di swipe ke kiri, kalau terlalu jauh swipe ke kiri langsung terhapus. Paling ga ada fitur pembatalan hapus nya.
Gw udah hati hati swipe tetep aja kehapus. Sia sia e materai gw!!!!"
2024-09-04 16:37:48,Masa tanda tangan sendiri (pilihan menunya cm penerima) dan hasil scan barcodenya untuk verifikas hasilnyai penerima nama kita juga kan aneh... itu kan multi tafsir nantinya hrsnya gak ada menu penerima dan yang tetapi para pihak jika lebih dari satu orang jika cm satu orang yg cukup tulis telah ditandatangani oleh xxx
2024-09-04 16:23:41,"kenapa pemeliharaan sistem mulu sih min, mau ngebubuhin e meterai loh ini"
2024-09-04 16:02:41,Waduh emeterai nya lagi eror.. Lagi butuh banget
2024-09-04 15:48:53,"Baru instal udh pemeliharaan jaringan, ngak jelas ni"
2024-09-04 13:55:34,Ga guna dibutuhin malah down
2024-09-04 13:51:56,"Jangan download aplikasi apa coba, mask iyaa isi foto Kto emang mau pengajuan pinjmn?"
2024-09-04 13:38:49,Kenapa aplikasi nya ini tiba2 eror
2024-09-04 13:11:05,ini aplikasi Verifikasi pakai ktp dan foto tapi ujung ujung gak bisa daftar dan gagal verifikasi dan gak bisa masuk sampai saat ini
2024-09-04 12:54:04,Aplikasi apaan ini baru install udah pembaruan sistem ga jelas
2024-09-04 12:44:19,B1 dulu. Servis TIDAK MEMUASKAN. ALIAS ZONK !!. DAN CENDERUNG PENIPUAN. TANDA TANGAN ITU BUAT PERJAJIAN YG SDH PASTI. KALIAN YG MO DONLOD PIKIR2 DLU. BUAG2 KOTA LHO. GAK USAH MIKIR WAH INI APP MODERN. INI APP TAIK KUCING !!!. Ntar ngerti maksudnya apa.
2024-09-04 12:34:52,ayo dong segera di perbarui di perbaiki servernya jaringan privynya cpns 2024 segera tutup tgl 6 september nih 😔🥺😭😭😭😭
2024-09-04 12:25:18,Aplikasi tidak bisa di gunakan
2024-09-04 12:20:05,"Apk lelet banget payah,, Saya mau buat akun baru malah loading lama udah gitu malah gagal terus sudah saya coba ulang-ulang tetep saja seperti itu, padahal koneksi internet bagus dipakai nonton juga di kualitas tinggi lancar bangett gak ada kendala"
2024-09-04 11:23:14,kenapa pemeliharaan disaat saat terakhir pendaftaran CPNS?
2024-09-04 11:00:01,"Sinyal lancar, buka apk lain juga lancar, giliran di privy lag parah tidak bisa dibuka, loading lama, pembelian materai sering gagal, padahal pembayaran berhasil dan saldo sudah terpotong, tolong diperbaiki"
2024-09-04 10:45:59,Aplikasinya berat banget ngurusin sinyal mulu
2024-09-04 10:22:35,"Berat bgt apk dokumen udah di masukin e matrai tiba2 keluar, masuk ga ada history dokumennya tapi e matrai sudah terpakai"
2024-09-04 10:21:15,"Aplikasi ini sangat baguss, memudahkan saya dalam membeli e-materai dan dapat melakukan tdt digital melalui app ini. Pokoknya rekomen buat semua kalangan."
2024-09-04 10:14:00,"E-meterai terpakai tpi dokumen nggak jadi, bubuhkan e-materai gagal tpi tetap terpakai materainnya, hubungi cs susah banget"
2024-09-04 09:41:59,"aplikasi tidak mendukung, setiap digunakan selalu buffer."
2024-09-04 09:07:28,"I’ve tried the verification process from 6am to 4pm and still no progress. While i received the OTP numbers, the app said it’s incorrect. 🙃"
2024-09-04 08:43:53,server down mulu kacau. pdhl lg urgent. salah sedikit gabisa direvisi sampe harus top up pembelian e-materai 3x
2024-09-04 07:55:58,"Jelek banget apk lu. Lama banget maintenance nya , untuk verifikasi data juga susah..."
2024-09-04 07:54:33,Mau daftar akun terjadi kesalahan terus GK jelas aplikasi nya
2024-09-04 07:40:44,"Mohon di infokan melalui live chat,, email helpdesk,, dan Whatsapp... Apaan udah semua tp KAGA ADA JAWABAN.... Dagul"
2024-09-04 06:54:34,Gak bisa daftar untuk apa.
2024-09-04 06:40:05,Dari pagi sampe sore lemot..g bs ttd...lwt hp lwt laptop tetap g bisa..jd g bisa ngerjain kerjaan yg lain...battery hp sampe habis nungguin doank..
2024-09-04 05:51:39,"Baru download mau bikin akun aja udah error.
Another useless apps"
2024-09-04 05:14:21,"Jangan di dowload, GA GUNA"
2024-09-04 04:28:57,Daftar aja gak bisa... App lemah
2024-09-04 03:55:43,Aplikasi sangat berat beli e materai selalu close dengan sendirinya. Hubungi Cs di WA dapat balasan 'Cs di WA tidak dapat dilakukan' Bantuan via email respon sangat lama sampai berjam-jam TIDAK REKOMEN MENGGUNAKAN APLIKASI INI
2024-09-04 03:29:20,"Owh, eror sampek 6 september ya.. Pasti gara gara anu itu.."
2024-09-04 00:32:17,"Masa beli ematerai disini, ketika akan bubuhi materainya, eror. saya klik mencoba ulang. ternyata menggunakan materai baru. rugi. materai habis dokumenn ga terbubuhi! bingung mau hubungi csnya ga bisa, karna gangguan sampe tanggal 6 september. aplikasi merugikan"
2024-09-04 00:08:09,"beli e materai tapi gabisa dipakai gasemua orang punya uang, karma its reall."
2024-09-03 18:34:22,E-materai gak BS ditambahin dokumen gak bisa disave sekalipun bisa yg ke save dokumen sebelum dibubuhi E-materai
2024-09-03 16:12:50,Hati hati pakai aplikasi ini. Matrai nya udah di bubuhin tbtb keluar dan file yang tadi udah di bubuhin gaada di history dan gabisa di buka. Alhasil ilang matrainya. Aplikasi jijiki.
2024-09-03 12:09:30,"Kecewa banget sama privy karena apk ini, bikin aku emosi. Aku tuh cmn butuh e materai doang. Bukan ttd nya juga. Gak guna kapok makek ini. Mending ku kasih bintang. Kalok bisa gak usah deh di kasih bintang. Gak pantes"
2024-09-03 09:52:30,Dokumen yang sudah dibubuhi ematerai tidak bisa didownload bersama materainya
2024-09-03 05:26:14,Aplikasi lu ngelag
2024-09-03 04:48:39,"Banyak syarat daftarnya, malah gak bisa di pake! Pencurian data ini mah"
2024-09-02 10:10:34,"Aplikasi yang memberikan kemudahan terhadap kebutuhan tanda tangan kepada dokumen secara resmi, serta dapat menempelkan e-materai dengan mudah. Dan tentunya, memberikan jaminan atas keamanan atas kerahasiaan privasi pengguna."
2024-09-02 05:53:31,"Aplikasi bego,jelek,payah semuanya pokoknya download kgk bisa terus. Rugi gw beli E materai. GK recomend buat dipake nih apk gw ngasih tau aja buat yg mau make apk ini mikir dua kali dulu"
2024-08-31 23:56:22,"Bagi yang bermasalah saat mendownload, bisa di coba untuk mendownload melalui situs web. Karena saya juga bermasalah saat mendownload file yang sudah ditandatangani dengan aplikasi ini."
2024-08-31 06:28:05,Apk rusak. Sdh beli ematerai . Saat mau upload dokument . Apk kluar sndri.. apk error. Rusak..
2024-08-29 12:18:47,Mantap Privy 👍👍👍
2024-08-29 03:30:48,"Saya beli 3 matrai yang di pake masi 2 matrai mau di pake yang ke 3 hilang tiba tiba sudah habis gimana si ini apk, ada gua buktinya."
2024-08-27 02:22:55,"gagal terus deteksi livenessnya, di update bukannya makin baik malah makin buruk"
2024-08-26 05:25:37,kelamaan banyak proses ini itu
2024-08-25 23:26:09,"Tolong dibuat lebih smoot lagi aplikasinya agar user lebih nyaman pakainya tidak patah-patah, terimakasih"
2024-08-23 07:35:28,"Aplikasi sangat mudah digunakan, interface mudah dipahami, sangat memudahkan saat penandatanganan dan pembubuhan materai"
2024-08-23 07:34:09,"Tampilan aplikasi sangat menarik, mudah untuk digunakan oleh masyarakat luas."
2024-08-21 13:24:11,"Login password selalu salah, coba forgot password pas submit loading terus ga kelar2. Kacau"
2024-08-21 07:07:12,"aplikasi aneh banget astaga, bukannya membantu malah mempersulit
mau verifikasi aja diulang beribu kali, padahal tadi udah bisa tapi tetep aja masuk ke halaman awal"
2024-08-21 06:40:19,Tolong udah beberapa kali verifikasi masih aja ngulang kalo kayak gini terus gimana
2024-08-21 02:21:49,Liveness eror dan masalah kredensial
2024-08-20 08:35:48,pengkinian data error mulu.
2024-08-19 16:40:10,"Verifikasi no tlp ga bisa, kusut"
2024-08-19 07:00:19,Ini aplikasi makin hari makin ga jelas. Diminta untk verification pake face tapi gagal terus. Percuma pake ini mending cari yg lain aja
2024-08-19 03:09:19,Bagus. Dan Terpecaya
2024-08-16 11:49:16,aplikasi goblok verifikasi2 mulu !!! monyet
2024-08-16 01:46:40,Trying multiple times in liveness to verify my phone number but always failed. Please advise :) i need my e-sign to apply nex card. Thanks
2024-08-13 06:46:34,"Aplikasi kalo belum ready buat direlease ya jangan direlease, tolol banget"
2024-08-13 04:15:35,"Aplikasi bener"" lambat, padahal dulu pakai ga gini trus tiba"" sering eror :("
2024-08-12 15:50:17,Swafoto kek tai
2020-02-12 03:42:17,Sangat membantu sekali
2024-08-10 08:04:47,"Selalu minta verifikasi wajah, padahal sudah jelas, twrang dan background polos"
2024-08-09 16:15:56,Good job seller
2024-08-07 09:44:26,"APLIKASI TIDAK JELAS, UNTUK KEBUTUHAN TTD PERLU VERIFIKASI KTP, LIVENESS JUGA TIDAK SESUAI!! MAU PINJOL ATAU APLIKASI TTD INI APLIKASI?????"
2024-08-06 11:24:27,kenapa pas verifikasi wajah kamera tiba²gelap sedangkan di aplikasi kamera normal² aja? aplikasi aneh menyulitkan pengguna
2024-08-06 03:19:58,Verifikasi wajah gagak terus
2024-08-03 10:06:46,"Ini kenapa ya, padahal di suruh buat sandi pke 8 karakter termasuk simbol, tapi kenapa pas mau login ulang simbolnya gk bisa d pencet"
2024-08-01 09:54:32,"Pertama daftar mesti bgt upload ktp?
Kedua udah ngisi materai ke back materainya hilang krn dokumen yg tadi di tempel ga ada history nya"
2024-08-01 06:08:35,"since july update when privy force people to use the app to reverify the user and block the website, ever since then i have been forced 3 times kyc , success and a week later asked kyc again, success and 2 week later asked again, to post the KTP, live detection ans so on, seem they not responsible for our biometrics data."
2024-07-30 19:06:06,"Gak bisa deteksi wajah. Lapor ke admin, permasalahannya tetep gak selesai2"
2024-07-30 13:56:06,"ngirim email buat ttd, pas di buka gak ada dokumen yang di ttd. yang balas wa aja jelek responnya kaya orang buru buru pulang kerja. saya sih sudah gak percaya."
2024-07-30 12:37:10,Deteksi liveness gagal terus
2024-07-30 11:29:05,Aplikasi yg GA MEMUDAHKAN SAMA SEKALI!!! ANEH
2024-07-30 03:59:43,verifikasi wajah berkali kali gagal trus dan aplikasi lemot banget
2024-07-29 23:37:07,Aplikasi ribet kayak pinjol aja ada verifikasi wajah. Hatihati aja lah
2024-07-29 08:05:17,Aplikasinya terlalu berat loadingnya lama
2024-07-23 07:08:22,"Update versi saat scan wajah selalu gagal, sudah mengikuti instruksi namun masih gagal"
2024-07-21 22:34:05,"Seandainya ada sepuluh 🌟 bintangnya, maka saya tak segan-segan untuk memberikan semuanya,, mantap saya suka banget.🤙"
2024-07-17 13:08:38,Verifikasi wajah yang gagal terus. Padahal sudah mengikuti instruksi
2024-07-17 09:26:22,Apk TTD digital yang sangat mudah digunakan dan keamanannya pun sangat terjamin
2024-07-14 15:21:26,Coba lebih dioptimalisasikan agar aplikasi tidak terlalu berat
2024-07-14 04:11:26,"tidak bisa logib berkali² ,pdhl udh perbarui id dan password 🥲"
2024-07-13 12:41:30,Nih apk bisa baca gak sih? Mau verivikasi KTP aja susahnya minta ampun udh 10 kali lebih ngulang masih tetep gak bisaa🤧
2024-07-12 04:59:45,Tidak bisa mendeteksi
2024-07-11 18:33:36,"Aplikasi Mudah Di gunakan untuk Meterai Elektronik dan Tanda Tangan Elektronik, Bisa untuk Lamar Kerja dan CPNS. Sangat membantu TOP"
2024-07-11 04:36:09,Privy membantu bisnis manjadi lancar terimakasih privy
2024-07-10 10:05:01,"Jujur ini aplikasinya memudahkan banget buat tanda tanda tangan macem macem dokumen. Jadi hemat waktu banget. Fitur fiturnya lengkap dan user friendly, ada e meterai juga dengan sertifikat kepercayaan yg tinggi. Cuma pas verifikasi wajah sempet mengalami beberapa kendala padahal udah ditempat terang. Tapi akhirnya jadi juga sih. Keren PrivyId."
2024-07-10 09:52:52,"Sejauh ini saya menggunakan privy untuk ttd digital untuk keperluan pribadi cekup aman  dan efisien bisa menghemat waktu kemudian juga paperless karena bisa mendukung gogreen juga. tapi saat saya ingin ttd itu harus menggunakan kode otp yang dikirimkan via whatapps, untuk via whatapss masih ada kendala tidak terkirim kode otpnya, untuk kedepannya supaya bisa ditingkatkan lagi. sukses buat privy"
2024-07-09 17:30:02,Tanda tangan online mantap. Bisa ptifacy tanda tangan manatp
2024-07-08 19:28:30,apk nya bagus
2024-07-08 17:30:41,"Solusi bagi yg butuh materai elektronik, pelayanan bgus dan ramah"
2024-07-08 12:45:15,"Mau login aja setengah taun ga masuk2, masih aja ada yg kerjasama sama merk ini, parah"
2024-07-08 12:35:54,"Cepat perbaikin sistem nya, kami mau ttd kontrak malah gabisa, lemot amat perbaikin sistem nya"
2024-07-08 06:47:14,"Baru nemu aplikasi tanda tangan elektronik Privy ternyata mudah digunakan sangat rekomended sekali,,, makasih saya jadi terbantu"
2024-07-06 00:33:10,"Mudah digunakan,dengan adanya aplikasi ini semua dokumen digital bisa di tanda tangani. Pekerjaan jadi mudah Contohnya kartu keluarga"
2024-07-04 06:09:42,"gajelas bgt, verivikasi muka susah, padahal udah indiksi hijau dan pencahayaan cerah tapi ga ke konfirmasi"
2024-07-04 06:06:36,"Terlalu banyak bug, payah!!"
2024-07-02 04:39:07,"UX nya busuk pas ttd, apalagi versi baru nya gak jelas"
2024-07-02 01:56:52,Agak ribet ya
2024-06-30 09:28:21,Praktis dan efektiv
2024-06-28 09:11:35,Kode OTP tidak terkirim di WA
2024-06-27 21:34:54,"Bagai mana ini kak untuk mendownlod file lama sekali padahal sinyal memadahi saya sampai udah berjam"" Tapi tidak kedowonlod juga!!"
2024-06-26 05:23:51,Kirim kode otp dri pagi higa petang gak afa blasannya... Gimana ni nind...?
2024-06-25 21:57:16,"Good job, Alhamdulillah."
2024-06-24 01:00:23,"Sangat bermanfaat namun, saya memiliki kendala dibagian acc tanda tangan digital mohon bantuannya min"
2024-06-22 05:57:11,Gagal mulu registrasi
2024-06-21 09:34:13,"Mantap.. UI nya modern ga kuno.. Lebih baik sih dan lebih bagus 👍 YANG NGASIH RATING JELEK, SELERA KUNO!! PRIMITIF"
2024-06-20 06:06:31,"Asw... update bukannya lebih bagus malah jadi ampas, makin ribet, dahlah pindah aja"
2024-06-14 16:05:42,Materai saya hilang tidak diganti padahal saya tidak melakukan apa2
2024-06-14 09:18:21,"aplikasi apasi ini gajelas,jelek,gagal mulu verifikasi"
2024-06-11 06:56:55,Sekali beli e-materai belum dipake udah habis
2024-06-11 03:44:04,Verivikasi wajah sangat lama dan gagal terus. Padahal sinyal internet aman
2024-06-06 13:49:01,Aplikasi bagus buat tanda tangan gk ribet dan bisa dilakuin dimna saja
2024-06-06 00:50:50,Ga bisa daftar
2024-06-03 21:35:36,"Knpa aplikasi ini sangat susah melakukan verifikasi wajah nya, aku udah Samapi 20 kali gagal terus"
2024-06-03 06:11:22,Bisa membantu sekali aplikasi ini
2024-06-01 10:38:43,Gak jelas banget verifikasi muka ga terdeteksi
2024-06-01 07:41:47,"ni knp susah amat si verifikasi wajah? padahal muka asli sm ktp sama, udh live chat udh diikuti arahannya, dh dicoba 30x lebih ttp gabisa ni gmn si ah, ribet bgt"
2024-05-29 10:07:18,an app for supporting the digital transformation
2024-05-28 09:58:55,"Baru di update beberapa hari kemudian minta update lagi ,fitur lama di buka"
2024-05-28 09:17:25,"TIDAK RECOMMENDED. SANGAT BURUK!!!!Setelah di perbaharui, kontrak yang sudah di TTD menghilang semua!!! Padahal itu kontrak penting masalah kerjaan. Sudah komplain lewat DM Instagram dari bulan april tapi sampai skrg akhir bulan mei belum ada kejelasan dari pihak privy!!!!!! BINTANG 0"
2024-05-28 07:08:34,Worst apps ever!! Not user friendly at all. What the use of signing if I cannot obtain the signed document!! Very stupid!
2024-05-27 12:40:51,Sangat bermanfaat untuk kerja di kantoran.
2024-05-26 04:33:54,"Setelah di update fitur baru nya sangat keren,lebih simpel mantap pokonya, tanda tangan makin mudah thank you privy"
2024-05-26 03:20:12,Terima kasih Privy sudah meberikan akses tanda tangan tanpa batas sekarang tanda tangan digital jadi lebih mudah
2024-05-26 03:11:09,"Dengan adanya update terbaru dari privy ini, sangat membantu saya untuk menandatangani dokumen"
2024-05-26 03:04:03,Jadi lebih simpel dan mudah banget tandatangan online pakai aplikasi privy
2024-05-25 15:36:24,"Aplikasinya makin bagus,user interfacenya mudah dipahami"
2024-05-25 11:31:34,"Deteksi liveness selalu gagal meskipun pencahayaan melimpah, tolong perbaiki. Terimakasih"
2024-05-25 04:28:14,"Nice update,Akses tanda tangan jadi tanpa batas dengan fitur terbaru Privy personal plan,aktivasi nya juga mudah jadi langsung dapet free trial juga.terus dikembangin apknya"
2024-05-25 04:06:41,"Wih sekarang tanda tangannya jadi unlimited dan tanda tangan jadi lebih mudah, thanks ya privy"
2024-05-25 03:54:50,"Aplikasi bagus buat tanda tangan.. jadi tada tangan unlimited, mudah, dan cepet... Bikin berkas jadi ngga ribet sama sekali.. sangat rekomendasi"
2024-05-25 03:20:14,"sumpah, Privy bikin hidup gue lebih gampang menandatangani dokumen, apa lagi kalau udah di kejar deadline, best banget dehh"
2024-05-25 01:51:13,"Ada aplikasi Privy, jadi makin mudah buat tanda tangan di banyak dokumen digital"
2024-05-24 12:36:52,"Masa gak ada akses untuk lupa ID, malah cuma dikasih memo cek email pertama kali registrasi, ya kalau udh terhapus bagaimana mau cek"
2024-05-24 06:45:24,Setelah diupdate jdi mkin gmpang app.nya... Udh gtu pake privy jdi gampang ttd buat banyak dokumen skaligus.. Nice...
2024-05-23 06:10:30,"Tidak bisa membaca eKTP, gagal verifikasi terus, aplikasi jelek"
2024-05-23 04:47:55,Aplikasi bagus berguna buat tanda tangan digital
2024-05-23 04:24:18,"Aplikasnya berguna banget buat yang lagi butuh tanda tangan dokumen yang ga ribet, gampang juga pakai aplikasinya tampilan aplikasi sederhana jadi memudahkan pengguna ditambah lagi dengan fitur-fitur lengkap"
2024-05-23 04:09:25,"Aplikasinya bagus dan mudah d pahami ,, tanda tangan jadi lebih gampang"
2024-05-23 03:51:45,Sangat simpel ya apk nya setelah update bisa dipakai tanda tangan recommended banget
2024-05-22 06:58:29,The loading just takes forever!! Open one page could take 1 minute!! Can imagine if we need to sign 100 documents? Please fix it
2024-05-22 06:15:36,"Sangat bermanfaat sekali buat saya, simple mudah digunakan untuk pekerjaan saya, lanjutkan tingkatkan terus 👍"
2024-05-22 06:13:55,ini apk bagus bgt sangat mempermudah membuat dokumen dengan adanya fitur tanda tangan digital ini no ribet ribet
2024-05-22 06:05:05,sekarang tanda tangan nya jadi unlimited dan aktivitasi nya jadi mudah langsung dapet free trial
2024-05-22 05:58:32,"Aplikasinya tambah bagus setelah diupdate, tanda tangan juga lebih mudah sekarang. Thanks ya privy"
2024-05-22 05:40:35,"Aktivasinya mudah banget, nggak ribet jadinya. Dapat trial tanda tangan secara gratis jg, the best 👍💯"
2024-05-22 05:37:57,Tanda tangan jadi simpel dan bisa dimanapun dengan aplikasi ini... Good job
2024-05-22 05:33:48,"Sekarang tanda tangan nya jadi unlimited, thanks privy"
2024-05-22 05:27:01,"Suka bgt sama apk dg updatean terbarunya, tanda tangan jd lebih mudah dan unlimited pula.. mantap"
2024-05-22 05:16:28,"aplikasinya bagus sekali, sangat mempermudah dalam tanda tangan secara digital, rekomen untuk di download!"
2024-05-22 02:02:55,"Jelek tidak responsif, verifikasi AI gagal terus"
2024-05-21 08:42:58,"Ntah apa yg terjadi saya sudah registrasi akun baru, ketika saya ingin verifikasi akun malah terbuat akun baru padahal ada dokumen yg harus di ttd di akun lama, ketika ditanya sama customer service tidak membantu sama sekali jawabannya, solusi tidak ada,"
2024-05-20 14:41:19,Mantap aplikasi nya memudahkan administrasi
2024-05-20 02:16:15,Tambah berat sering eror
2024-05-19 23:36:39,"I ve been using privy for years as a personal and also enterprise. Lately privyid update it s software. However, after the update even simple signing a document becomes more complicated: i ve to do maybe more than 10 clicks here n there. Previously less than 5 clicks. I Hate this change 😔"
2024-05-19 11:00:00,Wihhh pas banget Nemu apk macem privy enak bgt buat TTD online ga perlu ribet2 edit lagi dehhh makasih privyy
2024-05-19 10:46:35,"Setelah update, jadi makin mudah nih buat bikin tanda tangan digital di privy"
2024-05-19 09:08:58,"Updatenya Makin Bagus Aja, Mantep Dev Tingkatin Lagi ya 🥳"
2024-05-19 08:43:33,"update yg sangat berguna bagi aku yang memerlukan apk ini, thanks developer"
2024-05-19 03:14:02,"Akhirnya Privy muncul fitur terbaru buat akses tanda tangan tanpa batas, dan setelah di update jadi lebih simple pakainya, thank you Privy!!!!!"
2024-05-19 03:03:32,"aplikasi yang sangat membantu tanda tangan digital, sudah di update semakin simpel flownya, thanks ya"
2024-05-19 03:00:22,"Sangat membantu untuk tanda tangan banyak dokumen, sudah di update jadi semakin canggih"
2024-05-19 02:45:33,"aplikasi yg menurut sya sangat bagus, krna memudahkan sya untun tanda tangan jauh lebih mudah dan simple. Semoga kedepannya tetep bagus kayak gini"
2024-05-19 02:18:25,"Sekarang bisa pake fitur tanda tangan tanpa batas, gak perlu repot top up lagi deh."
2024-05-16 07:37:47,"Senang banget dengan aplikasi privat ini, tanda tangan menggunakan cara digital lebih memudahkan kita untuk menggunakannya serta ada fitur-fitur didalamnya seperti fitur chat dan scan QR dan lain-lainnya,login nya pun mudah tidak sulit,saya senang sekali menggunakan aplikasi ini terimakasih privy"
2024-05-15 11:58:33,"Deteksi wajah gagal mulu, ribet"
2024-05-14 14:19:07,"mau foto verifikasi wajah, selalu gelap katanya, pada hal di siang hari ditempat terang terbuka, entah apa maksudnya? Lsg saya hapus aplikasi"
2024-05-14 12:45:49,"Sudah Beli, sertifikat digital, ehh malah ga bisa, uang udah masuk ke sana, tapi sertifikat digital ga ada, adakah nomor CS"
2024-05-12 05:02:19,Sementara bintang dua dulu y karena aplikasi ini berkali-kali sampai bosen belum bisa verifikasi wajah. Lebih mudah dan sangat membantu sewaktu masih bisa diakses di browser. Maaf jujur🙏 Semoga segera ada perbaikan
2024-05-11 11:38:25,Saya sudah lolos bekerja di Alfamart dan langkah selanjutnya tinggal tanda tangan di privyid tapi selalu gagal dan saya sudah lapor menunggu 2 minggu padahal katanya 2x24 jam dan ketika saya livechat untuk memastikan jawabannya sama menunggu 2x24 jam sampai 3x. Dan sekarang saya menyerah untuk laporan lagi dan saya kehilangan kerjaan saya di Alfamar gara gara aplikasi rusak seperti ini. Bisa bisanya PT segede Alfamart kerja sama dengan aplikasi Rusak
2024-05-10 16:33:46,Cukup bagus mohon di perbaiki lagi jika update supaya tidak ada bug terima kasih 🙏🏻
2024-05-10 04:18:13,Saya ketika SDH mengisi verifikasi terus di alihkan ke foto kenapa di setiap saya mau foto berkali2 selalu gagal padahal saya selalu ikutin perintah nya selalu foto saya di anggap gagal padahal cahaya dan perintah nya selalu saya ikutin mohon di perbaiki
2024-05-10 01:43:17,"Setelah aplikasi di up date, verifikasi wajah selalu gagal di Samsung S24. Helpdeskprivy juga tdk bisa menyelesaikan masalah."
2024-05-09 07:14:22,Setelah di update kenapa jdi keluar² sendiri ini knp ya
2024-05-08 10:39:27,"aplikasi nya gak bisa masuk, sering force close, sama pas lagi verifikasi muka sama ktp sering banget error"
2024-05-07 13:10:42,Tidak bisa verifikasi wajah jadi tidak bisa dipakai app nya
2024-05-07 09:27:18,"Bagaimana mau berkembang, kalau update aplikasi menjadi semakin tidak membantu Live chatt juga tidak ada bantuan apa"", hanya di minta mengirim screenshot dan tidak ada bantuan Respon yg di minta tidak membantu sekali, Saran saja, JANGAN DI PERSULIT JIKA TIDAK BISA MEMBANTU"
2024-05-07 05:25:29,Makin ribet foto gagal trus
2024-05-07 04:54:13,"Parah gak bisa masuk,kirim otp ke no gak ada otp"
2024-05-07 01:50:00,Aplikasinya cacat mau daftar aja banyak betul bugnya respon nya jelek mau ambik foto aja buat vertivikasi eror terus padahal jaringan bagus bagusnya
2024-05-07 00:12:06,HABIS UPDATE MALAH JELEK. VERIFIKASI WAJAH GAK BISA TERUS. MEMBOSANKAN!!!! TIM IT TOLONG GANTI YG LAIN AJA
2024-05-06 11:33:47,"update terbaru meresahkan, deteksi wajah selalu gagal, bagus yg versi lama."
2024-05-05 23:04:19,Aplikasi yang sangat melelahkan. Selalu gagal saat verifikasi wajah. Sudah dua hari gagal terus. Padahl sudah dengan pencahayaan yang lebih dari cukup. Lantas dasar nya apa kok gagal terus?
2024-05-05 12:03:43,Abis update kok verifikasi ulang. Mau foto selalu bilang terlalu gelap. Padahal saya dibawah lampu yang cukup terang. Di aplikasi camera wajah saya terlihat terang dan jelas. Kenapa pada saat saya pakai aplikasi privy id kamera saya jadi gelap sekali
2024-05-04 13:15:33,Kenapa saya selalu gagal meng-upload ktp saya?foto ini bukn e - ktp
2024-05-04 10:54:00,Capek aku suruh foto e-ktp tpi gagal terus
2024-05-02 10:46:55,TIDAK ADA SOLUSI DARI CS TERKAIT BJIR LA
2024-05-02 08:59:07,Privy.id sialan skrg di buat susah kalo lupa email
2024-04-30 11:46:05,Knp sudah terdaftar tidak bz masuk lg.yg ada berbalik balik trZ..
